Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
Hepatitis B virus 98/HBV/NIE013,10407.30584,AF323620,fig|10407.30584.CDS.1,,,PATRIC.10407.30584.AF323620.CDS.1.1030.fwd,PATRIC,CDS,1,1030,1030,+,,,,AAK38530.1,343,preS/S,preS1,
Hepatitis B virus 97/HBV/NIE017,10407.30596,AF323622,fig|10407.30596.CDS.1,,,PATRIC.10407.30596.AF323622.CDS.1.1030.fwd,PATRIC,CDS,1,1030,1030,+,,,,AAK38536.1,343,preS/S,preS1,
Hepatitis B virus 98/HBV/NIE002,10407.30601,AF323623,fig|10407.30601.CDS.1,,,PATRIC.10407.30601.AF323623.CDS.1.1029.fwd,PATRIC,CDS,1,1029,1029,+,,,,AAK38539.1,343,preS/S,preS1,
Hepatitis B virus 97/HBV/NIE021,10407.30604,AF323624,fig|10407.30604.CDS.1,,,PATRIC.10407.30604.AF323624.CDS.1.1030.fwd,PATRIC,CDS,1,1030,1030,+,,,,AAK38542.1,343,preS/S,preS1,
Hepatitis B virus 97/HBV/NIE022,10407.30612,AF323625,fig|10407.30612.CDS.1,,,PATRIC.10407.30612.AF323625.CDS.1.1030.fwd,PATRIC,CDS,1,1030,1030,+,,,,AAK38545.1,343,preS/S,preS1,
Hepatitis B virus 98/HBV/NIE023,10407.30617,AF323626,fig|10407.30617.CDS.1,,,PATRIC.10407.30617.AF323626.CDS.1.1030.fwd,PATRIC,CDS,1,1030,1030,+,,,,AAK38548.1,343,preS/S,preS1,
Hepatitis B virus 98/HBV/NIE026,10407.30631,AF323628,fig|10407.30631.CDS.1,,,PATRIC.10407.30631.AF323628.CDS.1.1030.fwd,PATRIC,CDS,1,1030,1030,+,,,,AAK38553.1,343,preS/S,preS1,
Hepatitis B virus 98/HBV/NIE003,10407.30634,AF323629,fig|10407.30634.CDS.1,,,PATRIC.10407.30634.AF323629.CDS.1.1030.fwd,PATRIC,CDS,1,1030,1030,+,,,,AAK38556.1,343,preS/S,preS1,
Hepatitis B virus 98/HBV/NIE030,10407.30649,AF323630,fig|10407.30649.CDS.1,,,PATRIC.10407.30649.AF323630.CDS.1.1029.fwd,PATRIC,CDS,1,1029,1029,+,,,,AAK38559.1,343,preS/S,preS1,
Hepatitis B virus 96/HBV/NIE004,10407.30654,AF323632,fig|10407.30654.CDS.1,,,PATRIC.10407.30654.AF323632.CDS.1.1029.fwd,PATRIC,CDS,1,1029,1029,+,,,,AAK38565.1,343,preS/S,preS1,
Hepatitis B virus 98/HBV/NIE031,10407.30656,AF323631,fig|10407.30656.CDS.1,,,PATRIC.10407.30656.AF323631.CDS.1.1029.fwd,PATRIC,CDS,1,1029,1029,+,,,,AAK38562.1,343,preS/S,preS1,
Hepatitis B virus 97/HBV/NIE005,10407.30663,AF323633,fig|10407.30663.CDS.1,,,PATRIC.10407.30663.AF323633.CDS.1.1030.fwd,PATRIC,CDS,1,1030,1030,+,,,,AAK38568.1,343,preS/S,preS1,
Hepatitis B virus 97/HBV/NIE007,10407.30669,AF323635,fig|10407.30669.CDS.1,,,PATRIC.10407.30669.AF323635.CDS.1.1030.fwd,PATRIC,CDS,1,1030,1030,+,,,,AAK38574.1,343,preS/S,preS1,
Hepatitis B virus 98/HBV/NIE001,10407.30564,AF323617,fig|10407.30564.CDS.1,,,PATRIC.10407.30564.AF323617.CDS.1.1018.fwd,PATRIC,CDS,1,1018,1018,+,,,,AAK38521.1,339,preS/S,preS1,
Hepatitis B virus 97/HBV/NIE006,10407.30671,AF323634,fig|10407.30671.CDS.1,,,PATRIC.10407.30671.AF323634.CDS.1.1018.fwd,PATRIC,CDS,1,1018,1018,+,,,,AAK38571.1,339,preS/S,preS1,
Hepatitis B virus 98/HBV/NIE010,10407.30571,AF323618,fig|10407.30571.CDS.1,,,PATRIC.10407.30571.AF323618.CDS.1.1014.fwd,PATRIC,CDS,1,1014,1014,+,,,,AAK38524.1,338,preS/S,preS1,
Hepatitis B virus 97/HBV/NIE014,10407.3059,AF323621,fig|10407.30590.CDS.1,,,PATRIC.10407.30590.AF323621.CDS.1.1011.fwd,PATRIC,CDS,1,1011,1011,+,,,,AAK38533.1,337,preS/S,preS1,
Hepatitis B virus 97/HBV/NIE009,10407.30675,AF323636,fig|10407.30675.CDS.1,,,PATRIC.10407.30675.AF323636.CDS.1.1009.fwd,PATRIC,CDS,1,1009,1009,+,,,,AAK38577.1,336,preS/S,preS1,
Hepatitis B virus 97/HBV/NIE024,10407.30622,AF323627,fig|10407.30622.CDS.1,,,PATRIC.10407.30622.AF323627.CDS.1.1005.fwd,PATRIC,CDS,1,1005,1005,+,,,,AAK38551.1,335,preS/S,preS1,
Hepatitis B virus,10407.51728,AY161147,fig|10407.51728.CDS.2,,,PATRIC.10407.51728.AY161147.CDS.2853.835.fwd,PATRIC,CDS,2853,835,987,+,,,,AAO12584.1,328,,preS1,
Hepatitis B virus WJT16,10407.11126,DQ377160,fig|10407.111261.CDS.2,,,PATRIC.10407.111261.DQ377160.CDS.2863.565.fwd,PATRIC,CDS,2863,565,900,+,,,,ABD14676.1,299,s,PreS1/PreS2/surface protein,
Hepatitis B virus CAR177-4,10407.45884,AM494832,fig|10407.45884.CDS.1,,,PATRIC.10407.45884.AM494832.CDS.1.756.fwd,PATRIC,CDS,1,756,756,+,,,,CAM59037.1,251,preS2,preS1 protein,
Hepatitis B virus B0641,10407.13065,DQ975271,fig|10407.13065.CDS.2,,,PATRIC.10407.13065.DQ975271.CDS.2850.378.fwd,PATRIC,CDS,2850,378,744,+,,,,ABJ15802.1,247,preS1/preS2/S,preS1/S2/S antigen,
Hepatitis B virus BUE18,10407.60871,JN393261,fig|10407.60871.CDS.1,,,PATRIC.10407.60871.JN393261.CDS.2.627.fwd,PATRIC,CDS,2,627,626,+,,,,AFN11865.1,208,S,pre-S1/pre-S2/S protein,
Hepatitis B virus BUE7,10407.60833,JN393256,fig|10407.60833.CDS.1,,,PATRIC.10407.60833.JN393256.CDS.2.614.fwd,PATRIC,CDS,2,614,613,+,,,,AFN11861.1,204,S,pre-S1/pre-S2/S protein,
Hepatitis B virus BUE12,10407.60885,JN393264,fig|10407.60885.CDS.1,,,PATRIC.10407.60885.JN393264.CDS.2.608.fwd,PATRIC,CDS,2,608,607,+,,,,AFN11868.1,202,S,pre-S1/pre-S2/S protein,
Hepatitis B virus BUE13,10407.60909,JN393268,fig|10407.60909.CDS.1,,,PATRIC.10407.60909.JN393268.CDS.2.608.fwd,PATRIC,CDS,2,608,607,+,,,,AFN11872.1,202,S,pre-S1/pre-S2/S protein,
Hepatitis B virus BUE8,10407.60847,JN393258,fig|10407.60847.CDS.1,,,PATRIC.10407.60847.JN393258.CDS.2.601.fwd,PATRIC,CDS,2,601,600,+,,,,AFN11863.1,200,S,pre-S1/pre-S2/S protein,
Hepatitis B virus BUE15,10407.60897,JN393265,fig|10407.60897.CDS.1,,,PATRIC.10407.60897.JN393265.CDS.2.601.fwd,PATRIC,CDS,2,601,600,+,,,,AFN11869.1,200,S,pre-S1/pre-S2/S protein,
Hepatitis B virus BUE2,10407.60898,JN393266,fig|10407.60898.CDS.1,,,PATRIC.10407.60898.JN393266.CDS.2.601.fwd,PATRIC,CDS,2,601,600,+,,,,AFN11870.1,200,S,pre-S1/pre-S2/S protein,
Hepatitis B virus BUE14,10407.609,JN393267,fig|10407.60900.CDS.1,,,PATRIC.10407.60900.JN393267.CDS.2.600.fwd,PATRIC,CDS,2,600,599,+,,,,AFN11871.1,200,S,pre-S1/pre-S2/S protein,
Hepatitis B virus BUE3,10407.60913,JN393269,fig|10407.60913.CDS.1,,,PATRIC.10407.60913.JN393269.CDS.2.601.fwd,PATRIC,CDS,2,601,600,+,,,,AFN11873.1,200,S,pre-S1/pre-S2/S protein,
Hepatitis B virus BUE6,10407.60924,JN393270,fig|10407.60924.CDS.1,,,PATRIC.10407.60924.JN393270.CDS.2.601.fwd,PATRIC,CDS,2,601,600,+,,,,AFN11874.1,200,S,pre-S1/pre-S2/S protein,
Hepatitis B virus BUE5,10407.6093,JN393271,fig|10407.60930.CDS.1,,,PATRIC.10407.60930.JN393271.CDS.2.601.fwd,PATRIC,CDS,2,601,600,+,,,,AFN11875.1,200,S,pre-S1/pre-S2/S protein,
Hepatitis B virus BUE4,10407.60938,JN393272,fig|10407.60938.CDS.1,,,PATRIC.10407.60938.JN393272.CDS.2.599.fwd,PATRIC,CDS,2,599,598,+,,,,AFN11876.1,199,S,pre-S1/pre-S2/S protein,
Hepatitis B virus BUE1,10407.6094,JN393273,fig|10407.60940.CDS.1,,,PATRIC.10407.60940.JN393273.CDS.1.593.fwd,PATRIC,CDS,1,593,593,+,,,,AFN11877.1,197,S,pre-S1/pre-S2/S protein,
Hepatitis B virus BUE10,10407.60853,JN393259,fig|10407.60853.CDS.1,,,PATRIC.10407.60853.JN393259.CDS.2.589.fwd,PATRIC,CDS,2,589,588,+,,,,AFN11864.1,196,S,pre-S1/pre-S2/S protein,
Hepatitis B virus GU1,10407.61038,JN393290,fig|10407.61038.CDS.1,,,PATRIC.10407.61038.JN393290.CDS.1.589.fwd,PATRIC,CDS,1,589,589,+,,,,AFN11894.1,196,S,pre-S1/pre-S2/S protein,
Hepatitis B virus GU10,10407.61056,JN393291,fig|10407.61056.CDS.1,,,PATRIC.10407.61056.JN393291.CDS.1.589.fwd,PATRIC,CDS,1,589,589,+,,,,AFN11895.1,196,S,pre-S1/pre-S2/S protein,
Hepatitis B virus F0885,10407.13076,DQ975274,fig|10407.13076.CDS.2,,,PATRIC.10407.13076.DQ975274.CDS.2850.219.fwd,PATRIC,CDS,2850,219,585,+,,,,ABJ15814.1,194,preS1/preS2/S,preS1/S2/S antigen,
Hepatitis B virus CAR069,10407.45448,AM494759,fig|10407.45448.CDS.1,,,PATRIC.10407.45448.AM494759.CDS.1.571.fwd,PATRIC,CDS,1,571,571,+,,,,CAM58663.1,190,preS1,preS1 protein,
Hepatitis B virus CAR081,10407.45459,AM494760,fig|10407.45459.CDS.1,,,PATRIC.10407.45459.AM494760.CDS.1.570.fwd,PATRIC,CDS,1,570,570,+,,,,CAM58664.1,190,preS1,preS1 protein,
Hepatitis B virus CAR234,10407.45496,AM494768,fig|10407.45496.CDS.1,,,PATRIC.10407.45496.AM494768.CDS.1.571.fwd,PATRIC,CDS,1,571,571,+,,,,CAM58672.1,190,preS1,preS1 protein,
Hepatitis B virus BUE16,10407.60945,JN393274,fig|10407.60945.CDS.1,,,PATRIC.10407.60945.JN393274.CDS.1.571.fwd,PATRIC,CDS,1,571,571,+,,,,AFN11878.1,190,S,pre-S1/pre-S2/S protein,
Hepatitis B virus GU8,10407.61012,JN393285,fig|10407.61012.CDS.1,,,PATRIC.10407.61012.JN393285.CDS.1.564.fwd,PATRIC,CDS,1,564,564,+,,,,AFN11889.1,187,S,pre-S1/pre-S2/S protein,
Hepatitis B virus GU9,10407.61021,JN393286,fig|10407.61021.CDS.1,,,PATRIC.10407.61021.JN393286.CDS.1.564.fwd,PATRIC,CDS,1,564,564,+,,,,AFN11890.1,187,S,pre-S1/pre-S2/S protein,
Hepatitis B virus CAR113,10407.45465,AM494762,fig|10407.45465.CDS.1,,,PATRIC.10407.45465.AM494762.CDS.1.559.fwd,PATRIC,CDS,1,559,559,+,,,,CAM58666.1,186,preS1,preS1 protein,
Hepatitis B virus BUE20,10407.60953,JN393275,fig|10407.60953.CDS.1,,,PATRIC.10407.60953.JN393275.CDS.1.562.fwd,PATRIC,CDS,1,562,562,+,,,,AFN11879.1,186,S,pre-S1/pre-S2/S protein,
Hepatitis B virus BUE19,10407.60963,JN393276,fig|10407.60963.CDS.1,,,PATRIC.10407.60963.JN393276.CDS.1.562.fwd,PATRIC,CDS,1,562,562,+,,,,AFN11880.1,186,S,pre-S1/pre-S2/S protein,
Hepatitis B virus GU12,10407.60982,JN393280,fig|10407.60982.CDS.1,,,PATRIC.10407.60982.JN393280.CDS.1.561.fwd,PATRIC,CDS,1,561,561,+,,,,AFN11884.1,186,S,pre-S1/pre-S2/S protein,
Hepatitis B virus GU3,10407.60986,JN393281,fig|10407.60986.CDS.1,,,PATRIC.10407.60986.JN393281.CDS.1.561.fwd,PATRIC,CDS,1,561,561,+,,,,AFN11885.1,186,S,pre-S1/pre-S2/S protein,
Hepatitis B virus GU13,10407.61028,JN393287,fig|10407.61028.CDS.1,,,PATRIC.10407.61028.JN393287.CDS.1.561.fwd,PATRIC,CDS,1,561,561,+,,,,AFN11891.1,186,S,pre-S1/pre-S2/S protein,
Hepatitis B virus GU5,10407.61103,JN393279,fig|10407.61103.CDS.1,,,PATRIC.10407.61103.JN393279.CDS.1.561.fwd,PATRIC,CDS,1,561,561,+,,,,AFN11883.1,186,S,pre-S1/pre-S2/S protein,
Hepatitis B virus BUE9,10407.60879,JN393262,fig|10407.60879.CDS.1,,,PATRIC.10407.60879.JN393262.CDS.2.547.fwd,PATRIC,CDS,2,547,546,+,,,,AFN11866.1,182,S,pre-S1/pre-S2/S protein,
Hepatitis B virus CAR038,10407.45423,AM494755,fig|10407.45423.CDS.1,,,PATRIC.10407.45423.AM494755.CDS.1.540.fwd,PATRIC,CDS,1,540,540,+,,,,CAM58659.1,180,preS1,preS1 protein,
Hepatitis B virus CAR123,10407.4547,AM494763,fig|10407.45470.CDS.1,,,PATRIC.10407.45470.AM494763.CDS.1.541.fwd,PATRIC,CDS,1,541,541,+,,,,CAM58667.1,180,preS1,preS1 protein,
Hepatitis B virus CAR136,10407.45481,AM494764,fig|10407.45481.CDS.1,,,PATRIC.10407.45481.AM494764.CDS.1.540.fwd,PATRIC,CDS,1,540,540,+,,,,CAM58668.1,180,preS1,preS1 protein,
Hepatitis B virus CAR087,10407.45453,AM494761,fig|10407.45453.CDS.1,,,PATRIC.10407.45453.AM494761.CDS.1.537.fwd,PATRIC,CDS,1,537,537,+,,,,CAM58665.1,179,preS1,preS1 protein,
Hepatitis B virus BUE17,10407.60873,JN393263,fig|10407.60873.CDS.1,,,PATRIC.10407.60873.JN393263.CDS.2.537.fwd,PATRIC,CDS,2,537,536,+,,,,AFN11867.1,179,S,pre-S1/pre-S2/S protein,
Hepatitis B virus CAR055,10407.45439,AM494758,fig|10407.45439.CDS.1,,,PATRIC.10407.45439.AM494758.CDS.1.533.fwd,PATRIC,CDS,1,533,533,+,,,,CAM58662.1,178,preS1,preS1 protein,
Hepatitis B virus GU2,10407.60962,JN393277,fig|10407.60962.CDS.1,,,PATRIC.10407.60962.JN393277.CDS.1.538.fwd,PATRIC,CDS,1,538,538,+,,,,AFN11881.1,178,S,pre-S1/pre-S2/S protein,
Hepatitis B virus CAR055,10407.45437,AM494757,fig|10407.45437.CDS.1,,,PATRIC.10407.45437.AM494757.CDS.1.531.fwd,PATRIC,CDS,1,531,531,+,,,,CAM58661.1,177,preS1,preS1 protein,
Hepatitis B virus CAR046,10407.45429,AM494756,fig|10407.45429.CDS.1,,,PATRIC.10407.45429.AM494756.CDS.1.529.fwd,PATRIC,CDS,1,529,529,+,,,,CAM58660.1,176,preS1,preS1 protein,
Hepatitis B virus CAR145,10407.45482,AM494765,fig|10407.45482.CDS.1,,,PATRIC.10407.45482.AM494765.CDS.1.519.fwd,PATRIC,CDS,1,519,519,+,,,,CAM58669.1,173,preS1,preS1 protein,
Hepatitis B virus 56240,10407.23745,HF571063,fig|10407.23745.CDS.3,,,PATRIC.10407.23745.HF571063.CDS.523.1031.fwd,PATRIC,CDS,523,1031,509,+,,,,CCQ25621.1,170,PreS1,PreS1 protein,
Hepatitis B virus CAR185,10407.45485,AM494766,fig|10407.45485.CDS.1,,,PATRIC.10407.45485.AM494766.CDS.1.511.fwd,PATRIC,CDS,1,511,511,+,,,,CAM58670.1,170,preS1,preS1 protein,
Hepatitis B virus GU6,10407.60967,JN393278,fig|10407.60967.CDS.1,,,PATRIC.10407.60967.JN393278.CDS.1.512.fwd,PATRIC,CDS,1,512,512,+,,,,AFN11882.1,170,S,pre-S1/pre-S2/S protein,
Hepatitis B virus GU7,10407.60998,JN393284,fig|10407.60998.CDS.1,,,PATRIC.10407.60998.JN393284.CDS.1.509.fwd,PATRIC,CDS,1,509,509,+,,,,AFN11888.1,169,S,pre-S1/pre-S2/S protein,
Hepatitis B virus CAR202,10407.45494,AM494767,fig|10407.45494.CDS.1,,,PATRIC.10407.45494.AM494767.CDS.1.503.fwd,PATRIC,CDS,1,503,503,+,,,,CAM58671.1,168,preS1,preS1 protein,
Hepatitis B virus GU4,10407.60992,JN393282,fig|10407.60992.CDS.1,,,PATRIC.10407.60992.JN393282.CDS.1.490.fwd,PATRIC,CDS,1,490,490,+,,,,AFN11886.1,163,S,pre-S1/pre-S2/S protein,
Hepatitis B virus GU11,10407.60997,JN393283,fig|10407.60997.CDS.1,,,PATRIC.10407.60997.JN393283.CDS.1.490.fwd,PATRIC,CDS,1,490,490,+,,,,AFN11887.1,163,S,pre-S1/pre-S2/S protein,
Hepatitis B virus,10407.32797,AF381026,fig|10407.32797.CDS.1,,,PATRIC.10407.32797.AF381026.CDS.1.473.fwd,PATRIC,CDS,1,473,473,+,,,,AAK56387.1,158,,preS deletion mutant 1,
Hepatitis B virus 55917,10407.23733,HF571062,fig|10407.23733.CDS.3,,,PATRIC.10407.23733.HF571062.CDS.518.975.fwd,PATRIC,CDS,518,975,458,+,,,,CCQ25618.1,152,PreS1,PreS1 protein,
Hepatitis B virus GU8-d,10407.61033,JN393289,fig|10407.61033.CDS.1,,,PATRIC.10407.61033.JN393289.CDS.1.456.fwd,PATRIC,CDS,1,456,456,+,,,,AFN11893.1,151,S,pre-S1/pre-S2/S protein,
Hepatitis B virus ARG49,10407.23766,HF571065,fig|10407.23766.CDS.3,,,PATRIC.10407.23766.HF571065.CDS.514.960.fwd,PATRIC,CDS,514,960,447,+,,,,CCQ25627.1,149,PreS1,PreS1 protein,
Hepatitis B virus BUE7-d,10407.60839,JN393257,fig|10407.60839.CDS.1,,,PATRIC.10407.60839.JN393257.CDS.2.450.fwd,PATRIC,CDS,2,450,449,+,,,,AFN11862.1,149,S,pre-S1/pre-S2/S protein,
Hepatitis B virus CAR001,10407.45558,AM494754,fig|10407.45558.CDS.1,,,PATRIC.10407.45558.AM494754.CDS.1.444.fwd,PATRIC,CDS,1,444,444,+,,,,CAM58658.1,148,preS1,preS1 protein,
Hepatitis B virus S27,10407.57549,AY486264,fig|10407.57549.CDS.1,,,PATRIC.10407.57549.AY486264.CDS.1.401.fwd,PATRIC,CDS,1,401,401,+,,,,AAR25173.1,134,,preS1 protein,
Hepatitis B virus S41,10407.57635,AY486278,fig|10407.57635.CDS.1,,,PATRIC.10407.57635.AY486278.CDS.1.401.fwd,PATRIC,CDS,1,401,401,+,,,,AAR25187.1,134,,preS1 protein,
Hepatitis B virus S22,10407.57517,AY486259,fig|10407.57517.CDS.1,,,PATRIC.10407.57517.AY486259.CDS.1.400.fwd,PATRIC,CDS,1,400,400,+,,,,AAR25168.1,133,,preS1 protein,
Hepatitis B virus S23,10407.57528,AY486260,fig|10407.57528.CDS.1,,,PATRIC.10407.57528.AY486260.CDS.1.400.fwd,PATRIC,CDS,1,400,400,+,,,,AAR25169.1,133,,preS1 protein,
Hepatitis B virus GU7-d,10407.61026,JN393288,fig|10407.61026.CDS.1,,,PATRIC.10407.61026.JN393288.CDS.1.398.fwd,PATRIC,CDS,1,398,398,+,,,,AFN11892.1,132,S,pre-S1/pre-S2/S protein,
Hepatitis B virus S10,10407.57445,AY486247,fig|10407.57445.CDS.1,,,PATRIC.10407.57445.AY486247.CDS.1.390.fwd,PATRIC,CDS,1,390,390,+,,,,AAR25156.1,130,,preS1 protein,
Hepatitis B virus S7,10407.57426,AY486244,fig|10407.57426.CDS.1,,,PATRIC.10407.57426.AY486244.CDS.1.385.fwd,PATRIC,CDS,1,385,385,+,,,,AAR25153.1,128,,preS1 protein,
Hepatitis B virus S1,10407.57393,AY486238,fig|10407.57393.CDS.1,,,PATRIC.10407.57393.AY486238.CDS.1.380.fwd,PATRIC,CDS,1,380,380,+,,,,AAR25147.1,127,,preS1 protein,
Hepatitis B virus S2,10407.57397,AY486239,fig|10407.57397.CDS.1,,,PATRIC.10407.57397.AY486239.CDS.1.380.fwd,PATRIC,CDS,1,380,380,+,,,,AAR25148.1,127,,preS1 protein,
Hepatitis B virus S5,10407.57415,AY486242,fig|10407.57415.CDS.1,,,PATRIC.10407.57415.AY486242.CDS.1.382.fwd,PATRIC,CDS,1,382,382,+,,,,AAR25151.1,127,,preS1 protein,
Hepatitis B virus S8,10407.57433,AY486245,fig|10407.57433.CDS.1,,,PATRIC.10407.57433.AY486245.CDS.1.380.fwd,PATRIC,CDS,1,380,380,+,,,,AAR25154.1,127,,preS1 protein,
Hepatitis B virus S11,10407.5745,AY486248,fig|10407.57450.CDS.1,,,PATRIC.10407.57450.AY486248.CDS.1.380.fwd,PATRIC,CDS,1,380,380,+,,,,AAR25157.1,127,,preS1 protein,
Hepatitis B virus S12,10407.57458,AY486249,fig|10407.57458.CDS.1,,,PATRIC.10407.57458.AY486249.CDS.1.380.fwd,PATRIC,CDS,1,380,380,+,,,,AAR25158.1,127,,preS1 protein,
Hepatitis B virus S15,10407.57479,AY486252,fig|10407.57479.CDS.1,,,PATRIC.10407.57479.AY486252.CDS.1.380.fwd,PATRIC,CDS,1,380,380,+,,,,AAR25161.1,127,,preS1 protein,
Hepatitis B virus S18,10407.575,AY486255,fig|10407.57500.CDS.1,,,PATRIC.10407.57500.AY486255.CDS.1.380.fwd,PATRIC,CDS,1,380,380,+,,,,AAR25164.1,127,,preS1 protein,
Hepatitis B virus S20,10407.57515,AY486257,fig|10407.57515.CDS.1,,,PATRIC.10407.57515.AY486257.CDS.1.380.fwd,PATRIC,CDS,1,380,380,+,,,,AAR25166.1,127,,preS1 protein,
Hepatitis B virus S33,10407.57589,AY486270,fig|10407.57589.CDS.1,,,PATRIC.10407.57589.AY486270.CDS.1.380.fwd,PATRIC,CDS,1,380,380,+,,,,AAR25179.1,127,,preS1 protein,
Hepatitis B virus S34,10407.57597,AY486271,fig|10407.57597.CDS.1,,,PATRIC.10407.57597.AY486271.CDS.1.380.fwd,PATRIC,CDS,1,380,380,+,,,,AAR25180.1,127,,preS1 protein,
Hepatitis B virus S35,10407.576,AY486272,fig|10407.57600.CDS.1,,,PATRIC.10407.57600.AY486272.CDS.1.380.fwd,PATRIC,CDS,1,380,380,+,,,,AAR25181.1,127,,preS1 protein,
Hepatitis B virus S39,10407.57622,AY486276,fig|10407.57622.CDS.1,,,PATRIC.10407.57622.AY486276.CDS.1.380.fwd,PATRIC,CDS,1,380,380,+,,,,AAR25185.1,127,,preS1 protein,
Hepatitis B virus S43,10407.57646,AY486280,fig|10407.57646.CDS.1,,,PATRIC.10407.57646.AY486280.CDS.1.380.fwd,PATRIC,CDS,1,380,380,+,,,,AAR25189.1,127,,preS1 protein,
Hepatitis B virus S49,10407.57684,AY486286,fig|10407.57684.CDS.1,,,PATRIC.10407.57684.AY486286.CDS.1.380.fwd,PATRIC,CDS,1,380,380,+,,,,AAR25195.1,127,,preS1 protein,
Hepatitis B virus S3B,10407.574,AY486240,fig|10407.57400.CDS.1,,,PATRIC.10407.57400.AY486240.CDS.1.379.fwd,PATRIC,CDS,1,379,379,+,,,,AAR25149.1,126,,preS1 protein,
Hepatitis B virus S16,10407.57482,AY486253,fig|10407.57482.CDS.1,,,PATRIC.10407.57482.AY486253.CDS.1.379.fwd,PATRIC,CDS,1,379,379,+,,,,AAR25162.1,126,,preS1 protein,
Hepatitis B virus S19,10407.57503,AY486256,fig|10407.57503.CDS.1,,,PATRIC.10407.57503.AY486256.CDS.1.377.fwd,PATRIC,CDS,1,377,377,+,,,,AAR25165.1,126,,preS1 protein,
Hepatitis B virus S21,10407.57507,AY486258,fig|10407.57507.CDS.1,,,PATRIC.10407.57507.AY486258.CDS.1.379.fwd,PATRIC,CDS,1,379,379,+,,,,AAR25167.1,126,,preS1 protein,
Hepatitis B virus S26,10407.57544,AY486263,fig|10407.57544.CDS.1,,,PATRIC.10407.57544.AY486263.CDS.1.379.fwd,PATRIC,CDS,1,379,379,+,,,,AAR25172.1,126,,preS1 protein,
Hepatitis B virus S29,10407.57566,AY486266,fig|10407.57566.CDS.1,,,PATRIC.10407.57566.AY486266.CDS.1.379.fwd,PATRIC,CDS,1,379,379,+,,,,AAR25175.1,126,,preS1 protein,
Hepatitis B virus S37,10407.57605,AY486274,fig|10407.57605.CDS.1,,,PATRIC.10407.57605.AY486274.CDS.1.379.fwd,PATRIC,CDS,1,379,379,+,,,,AAR25183.1,126,,preS1 protein,
Hepatitis B virus S36,10407.57615,AY486273,fig|10407.57615.CDS.1,,,PATRIC.10407.57615.AY486273.CDS.1.379.fwd,PATRIC,CDS,1,379,379,+,,,,AAR25182.1,126,,preS1 protein,
Hepatitis B virus S44,10407.57656,AY486281,fig|10407.57656.CDS.1,,,PATRIC.10407.57656.AY486281.CDS.1.379.fwd,PATRIC,CDS,1,379,379,+,,,,AAR25190.1,126,,preS1 protein,
Hepatitis B virus S4,10407.57412,AY486241,fig|10407.57412.CDS.1,,,PATRIC.10407.57412.AY486241.CDS.1.369.fwd,PATRIC,CDS,1,369,369,+,,,,AAR25150.1,123,,preS1 protein,
Hepatitis B virus S17,10407.57493,AY486254,fig|10407.57493.CDS.1,,,PATRIC.10407.57493.AY486254.CDS.1.369.fwd,PATRIC,CDS,1,369,369,+,,,,AAR25163.1,123,,preS1 protein,
Hepatitis B virus S38,10407.57611,AY486275,fig|10407.57611.CDS.1,,,PATRIC.10407.57611.AY486275.CDS.1.369.fwd,PATRIC,CDS,1,369,369,+,,,,AAR25184.1,123,,preS1 protein,
Hepatitis B virus S48,10407.57678,AY486285,fig|10407.57678.CDS.1,,,PATRIC.10407.57678.AY486285.CDS.1.366.fwd,PATRIC,CDS,1,366,366,+,,,,AAR25194.1,122,,preS1 protein,
Hepatitis B virus,10407.642,S75184,fig|10407.642.CDS.6,,,PATRIC.10407.642.S75184.CDS.2848.3215.fwd,PATRIC,CDS,2848,3215,368,+,,,,AAP31573.1,122,preS1,preS1,
Hepatitis B virus CAR194-1,10407.4554,AM494775,fig|10407.45540.CDS.1,,,PATRIC.10407.45540.AM494775.CDS.474.838.fwd,PATRIC,CDS,474,838,365,+,,,,CAM58679.1,121,preS1,preS1 protein,
Hepatitis B virus CAR194-2,10407.45545,AM494776,fig|10407.45545.CDS.1,,,PATRIC.10407.45545.AM494776.CDS.474.838.fwd,PATRIC,CDS,474,838,365,+,,,,CAM58680.1,121,preS1,preS1 protein,
Hepatitis B virus CAR194-3,10407.45552,AM494777,fig|10407.45552.CDS.1,,,PATRIC.10407.45552.AM494777.CDS.474.838.fwd,PATRIC,CDS,474,838,365,+,,,,CAM58681.1,121,preS1,preS1 protein,
Hepatitis B virus CAR194-4,10407.45562,AM494778,fig|10407.45562.CDS.1,,,PATRIC.10407.45562.AM494778.CDS.474.838.fwd,PATRIC,CDS,474,838,365,+,,,,CAM58682.1,121,preS1,preS1 protein,
Hepatitis B virus CAR194-5,10407.45566,AM494779,fig|10407.45566.CDS.1,,,PATRIC.10407.45566.AM494779.CDS.474.838.fwd,PATRIC,CDS,474,838,365,+,,,,CAM58683.1,121,preS1,preS1 protein,
Hepatitis B virus CAR040-1,10407.45568,AM494780,fig|10407.45568.CDS.1,,,PATRIC.10407.45568.AM494780.CDS.474.838.fwd,PATRIC,CDS,474,838,365,+,,,,CAM58684.1,121,preS1,preS1 protein,
