Accession,Organism_Name,Submitters,Release_Date,Isolate,Species,Length,Protein,Geo_Location,USA,Host,Isolation_Source,Collection_Date
QGD14630.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY232-2,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,28-05-2004
QGD14631.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY232-3,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,28-05-2004
QGD14632.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY232-5,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,28-05-2004
QGD14633.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY232-8,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,28-05-2004
QGD14634.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY232-9,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,28-05-2004
QGD14635.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY232-10,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,28-05-2004
QGD14636.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY232-11,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,28-05-2004
QGD14637.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY232-12,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,28-05-2004
QGD14638.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY232-14,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,28-05-2004
QGD14639.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY232-15,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,28-05-2004
QGD14640.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY232-16,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,28-05-2004
QGD14641.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-CY232-1,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2005
QGD14642.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-CY232-2,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2005
QGD14643.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-CY232-3,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2005
QGD14644.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-CY232-4,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2005
QGD14645.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-CY232-5,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2005
QGD14646.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-CY232-7,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2005
QGD14647.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-CY232-9,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2005
QGD14648.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-CY232-10,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2005
QGD14649.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-CY232-11,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2005
QGD14650.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-CY232-12,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2005
QGD14651.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-CY232-16,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2005
QGD14652.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,OW-CY234-1,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,26-10-2004
QGD14653.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,OW-CY234-2,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,26-10-2004
QGD14654.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,OW-CY234-3,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,26-10-2004
QGD14655.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,OW-CY234-4,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,26-10-2004
QGD14656.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,OW-CY234-5,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,26-10-2004
QGD14657.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,OW-CY234-6,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,26-10-2004
QGD14658.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,OW-CY234-7,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,26-10-2004
QGD14659.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,OW-CY234-8,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,26-10-2004
QGD14660.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,OW-CY234-9,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,26-10-2004
QGD14661.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,OW-CY234-10,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,26-10-2004
QGD14662.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,OW-CY234-11,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,26-10-2004
QGD14663.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,OW-CY234-14,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,26-10-2004
QGD14664.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,OW-CY234-15,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,26-10-2004
QGD14665.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,OW-CY234-16,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,26-10-2004
QGD14666.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY234-1,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,28-05-2004
QGD14667.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY234-2,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,28-05-2004
QGD14668.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY234-3,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,28-05-2004
QGD14669.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY234-4,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,28-05-2004
QGD14670.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY234-5,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,28-05-2004
QGD14671.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY234-6,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,28-05-2004
QGD14672.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY234-7,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,28-05-2004
QGD14673.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY234-8,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,28-05-2004
QGD14674.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY234-9,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,28-05-2004
QGD14675.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY234-11,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,28-05-2004
QGD14676.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY234-13,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,28-05-2004
QGD14677.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY234-15,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,28-05-2004
QGD14678.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY234-16,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,28-05-2004
QGD14679.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-CY234-2,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2005
QGD14680.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-CY234-4,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2005
QGD14681.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-CY234-8,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2005
QGD14682.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-CY234-9,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2005
QGD14683.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-CY234-10,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2005
QGD14684.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-CY234-11,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2005
QGD14685.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-CY234-15,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2005
QGD14686.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-CY234-16,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2005
QGD14687.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-SP53-1,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14688.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-SP53-2,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14689.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-SP53-4,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14690.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-SP53-6,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14691.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-SP53-7,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14692.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-SP53-11,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14693.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-SP53-12,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14694.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-SP53-13,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14695.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-SP53-14,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14696.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-SP53-16,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14697.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-SP53-4,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,25-01-2005
QGD14700.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-SP80-17,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14701.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-SP80-19-2,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14702.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-SP80-20,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14703.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-SP80-23,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14704.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-SP80-28,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14705.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-SP80-1,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,25-01-2005
QGD14706.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-SP80-2,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,25-01-2005
QGD14707.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-SP80-3,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,25-01-2005
QGD14708.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-SP80-4,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,25-01-2005
QGD14709.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-SP80-6,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,25-01-2005
QGD14710.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-SP80-8,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,25-01-2005
QGD14711.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-SP80-9,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,25-01-2005
QGD14712.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-SP80-10,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,25-01-2005
QGD14713.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-SP80-11,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,25-01-2005
QGD14714.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-SP80-13,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,25-01-2005
QGD14715.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-SP80-12,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,25-01-2005
QGD14716.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-SP80-14,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,25-01-2005
QGD14717.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-SP80-15,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,25-01-2005
QGD14719.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,0W-53-6,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2004
QGD14720.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,0W-53-7,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2004
QGD14721.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,0W-53-8,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2004
QGD14722.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,0W-53-9,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2004
QGD14723.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,0W-53-10,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2004
QGD14724.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,0W-53-11,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2004
QGD14725.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,0W-53-12,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2004
QGD14726.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,0W-53-13,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2004
QGD14727.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,0W-53-14,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2004
QGD14728.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,0W-53-15,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2004
QGD14729.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-53-1,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14730.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-53-2,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14731.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-53-3,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14732.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-53-4,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14733.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-53-5,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14734.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-53-6,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14735.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-53-8,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14736.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-53-9,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14737.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-53-10,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14738.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-53-11,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14739.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-53-12,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14740.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-53-14,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14741.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-53-15,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14742.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY55-1,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14743.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY55-3,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14745.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY55-7,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14747.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY55-10,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14748.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY55-12,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14750.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY55-14,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14751.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY55-16,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14752.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-CY55-7,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,25-01-2005
QGD14753.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-CY55-13,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,25-01-2005
QGD14754.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-59-1,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14755.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-61-7,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14756.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-61-8,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14757.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-61-10,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14758.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-61-11,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14759.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-61-12,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14760.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-61-1,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,25-01-2005
QGD14761.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-61-10,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,25-01-2005
QGD14763.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY65-18,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14764.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY65-19,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14765.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY65-25,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14766.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY65-26,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14767.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-CY65-31,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14768.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,0W-67-2,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2004
QGD14769.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,0W-67-3,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2004
QGD14770.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,0W-67-8,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2004
QGD14771.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,0W-67-9,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2004
QGD14772.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,0W-67-10,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2004
QGD14773.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,0W-67-11,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2004
QGD14774.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,0W-67-13,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2004
QGD14775.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,0W-67-14,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,20-01-2004
QGD14776.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-67-1,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14777.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-67-3,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14778.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-67-5,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14779.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-67-6,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14780.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-67-8,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14781.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-67-13,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14782.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,12W-67-15,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,18-05-2004
QGD14783.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-67-1,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,25-01-2005
QGD14784.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-67-2,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,25-01-2005
QGD14785.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-67-3,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,25-01-2005
QGD14786.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-67-4,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,25-01-2005
QGD14787.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-67-5,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,25-01-2005
QGD14788.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-67-7,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,25-01-2005
QGD14789.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-67-8,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,25-01-2005
QGD14790.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-67-9,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,25-01-2005
QGD14791.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-67-10,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,25-01-2005
QGD14792.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-67-11,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,25-01-2005
QGD14793.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-67-12,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,25-01-2005
QGD14794.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-67-13,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,25-01-2005
QGD14795.1,Hepatitis B virus,"Tu,Z., Huang,A.",13-11-2020,48W-67-14,Hepatitis B virus,183,core protein,China,,Homo sapiens,blood,25-01-2005
